district,City,Barangay,brgy_area_sqm,flood5_sqm_final,flood25_sqm_final,flood100_sqm_final,Population_2020
Metropolitan Manila Fourth District,Makati,Forbes Park,2478786.66,362199.91,459072.19,469651.38,2533
Metropolitan Manila Fourth District,Makati,Guadalupe Nuevo,577481.82,63736.8,78529.25,90811.89,18271
Metropolitan Manila Fourth District,Makati,Guadalupe Viejo,555251.52,162969.06,230538.47,294782.87,13415
Metropolitan Manila Fourth District,Makati,Kasilawan,101521.95,96726.7,101521.95,91944.03,5291
Metropolitan Manila Fourth District,Makati,La Paz,250211.99,122665.22,157904.28,153719.8,7931
Metropolitan Manila Fourth District,Makati,Magallanes,1222363.57,387850.16,540453.27,637196.13,5576
Metropolitan Manila Fourth District,Makati,Olympia,458554.74,217356.26,277209.42,308810.12,21270
Metropolitan Manila Fourth District,Makati,Palanan,643721.65,394859.51,544132.29,519836.75,17283
Metropolitan Manila Fourth District,Makati,Pembo,727566.63,172448.52,229496.83,268573.89,44506
Metropolitan Manila Fourth District,Makati,Pinagkaisahan,155635.31,55941.52,66515.69,77188.97,5804
Metropolitan Manila Fourth District,Makati,Pio del Pilar,917089.9,469866.9,654361.69,565851.49,50722
Metropolitan Manila Fourth District,Makati,Pitogo,172056.92,28062.11,33542.45,33323.95,14654
Metropolitan Manila Fourth District,Makati,Poblacion,1033605.59,236745.36,302816.69,357960.11,17120
Metropolitan Manila Fourth District,Makati,Post Proper Northside,2272451.72,319366.22,444990.25,477165.56,57940
Metropolitan Manila Fourth District,Makati,Post Proper Southside,755035.88,55593.63,70799.3,81864.35,63308
Metropolitan Manila Fourth District,Makati,San Antonio,917827.26,343092.03,479934.84,531298.77,11443
Metropolitan Manila Fourth District,Makati,San Isidro,472896.16,289036.45,408772.43,360644.51,8013
Metropolitan Manila Fourth District,Makati,San Lorenzo,1709221.07,403453.37,581902.95,571802.16,12999
Metropolitan Manila Fourth District,Makati,Santa Cruz,476648.51,90303.79,127619.63,114077.16,7440
Metropolitan Manila Fourth District,Makati,Singkamas,133898.1,18655.96,32859.05,48404.93,7184
Metropolitan Manila Fourth District,Makati,South Cembo,215545.02,45893.61,51462.81,47794.47,14978
Metropolitan Manila Fourth District,Makati,Tejeros,284893.35,142040.13,189857.21,192577.57,13868
Metropolitan Manila Fourth District,Makati,Urdaneta,739413.16,282381.88,359605.13,368392.19,4429
Metropolitan Manila Fourth District,Makati,Valenzuela,238026.75,95810.23,125755.65,143040.02,7261
Metropolitan Manila Fourth District,Makati,West Rembo,611595.91,145554.67,169829.35,144180.46,29649
Metropolitan Manila Fourth District,Makati,Rizal,632142.23,442982.78,550511.69,581832.37,44536
Metropolitan Manila Fourth District,Muntinlupa,Alabang,3944019.87,1144888.25,1519257.35,1773262.74,71075
Metropolitan Manila Fourth District,Muntinlupa,Bayanan,916486.81,227187.65,342328.21,439908.55,39150
Metropolitan Manila Fourth District,Muntinlupa,Buli,659811.92,205265,309143.01,369103.54,13341
Metropolitan Manila Fourth District,Muntinlupa,Cupang,4915525.24,1404890.48,1763410.1,1950367.41,57196
Metropolitan Manila Fourth District,Muntinlupa,Poblacion,6559025.03,574943.32,746886.21,1712915.08,120115
Metropolitan Manila Fourth District,Muntinlupa,Putatan,4288704.3,743977.15,966807.68,1501368.38,99725
Metropolitan Manila Fourth District,Muntinlupa,Sucat,2665322.85,660755.41,887618.7,1038856.79,56354
Metropolitan Manila Fourth District,Muntinlupa,Tunasan,8483481.66,615396.66,815882.93,2914008.82,61374
Metropolitan Manila Fourth District,Muntinlupa,New Alabang Village,6752024.74,1008210.96,1331118.5,1564418.17,25115
Metropolitan Manila Fourth District,Parañaque,Baclaran,1588738.95,526000.61,778836.18,1040892.88,33850
Metropolitan Manila Fourth District,Parañaque,Don Galo,1522225.78,300058.23,474630.39,563163.1,10550
Metropolitan Manila Fourth District,Parañaque,La Huerta,196023.87,109292.88,155966.7,165366.69,8592
Metropolitan Manila Fourth District,Parañaque,San Dionisio,3906936.56,1659563.69,2347890.99,3231566.99,72522
Metropolitan Manila Fourth District,Parañaque,Santo Niño,2412716.4,1110455.71,1592025.58,1757548.32,28925
Metropolitan Manila Fourth District,Parañaque,Tambo,3707861.19,1214972.5,1713313.11,2176109.98,26928
Metropolitan Manila Fourth District,Parañaque,B. F. Homes,7424629.74,1181878.18,1612830.7,2201368.34,92752
Metropolitan Manila Fourth District,Parañaque,Don Bosco,3845728.48,620494.67,818218.21,969455.28,54188
Metropolitan Manila Fourth District,Parañaque,Marcelo Green Village,3072286.74,418833.12,567207.82,678098.5,37574
Metropolitan Manila Fourth District,Parañaque,Merville,2502238.24,582688.12,756482.63,861630.36,26615
Metropolitan Manila Fourth District,Parañaque,Moonwalk,3996940.13,1860798.65,2268104.19,2531753.84,72520
Metropolitan Manila Fourth District,Parañaque,San Antonio,2906751.22,592838.08,762523.35,882616.79,70134
Metropolitan Manila Fourth District,Parañaque,San Isidro,3643986.43,1196272.17,1526535.93,1788899.46,79372
Metropolitan Manila Fourth District,Parañaque,San Martin de Porres,1598671.71,211032.78,268634.3,313312.96,20283
Metropolitan Manila Fourth District,Parañaque,Sun Valley,2309178.69,342389.07,452536.45,538545.32,50087
Metropolitan Manila Fourth District,Parañaque,Vitalez,208185.69,100114.57,121716.08,129324.04,5100
Metropolitan Manila Fourth District,Pasay,Barangay 1,25324.1,3165.27,5489.18,7195.31,2275
Metropolitan Manila Fourth District,Pasay,Barangay 2,27705.5,4782.23,10669.34,11961.06,1327
Metropolitan Manila Fourth District,Pasay,Barangay 3,20197.12,7669.84,12055.49,11638.97,824
Metropolitan Manila Fourth District,Pasay,Barangay 4,30841.47,14866.16,20380.44,18108.42,2086
Metropolitan Manila Fourth District,Pasay,Barangay 5,14147.95,3183.52,5052.55,6468.29,6081
Metropolitan Manila Fourth District,Pasay,Barangay 6,15728.46,4487.71,7159.16,7844.95,463
Metropolitan Manila Fourth District,Pasay,Barangay 7,26794.29,7174.49,13152.93,11569.87,2676
Metropolitan Manila Fourth District,Pasay,Barangay 8,21861.84,10038.22,13111.17,13514.21,1160
Metropolitan Manila Fourth District,Pasay,Barangay 9,17502.39,4687.36,6226.23,6317.03,257
Metropolitan Manila Fourth District,Pasay,Barangay 10,28675.35,10476.77,13598.84,15128.04,1405
Metropolitan Manila Fourth District,Pasay,Barangay 11,20479.88,7311.33,12306.5,14504.99,408
Metropolitan Manila Fourth District,Pasay,Barangay 12,20320.64,5184.25,9790.79,12063.89,540
Metropolitan Manila Fourth District,Pasay,Barangay 13,150744.8,47382.14,61942,66150.59,2646
Metropolitan Manila Fourth District,Pasay,Barangay 14,26564.21,117.74,571.39,2705.44,4769
Metropolitan Manila Fourth District,Pasay,Barangay 15,23866.26,7285.43,11279.86,12220.78,2328
Metropolitan Manila Fourth District,Pasay,Barangay 16,15336.79,1011.48,2242.75,2993.47,424
Metropolitan Manila Fourth District,Pasay,Barangay 17,12043.8,1907.16,5235.56,7951.24,985
Metropolitan Manila Fourth District,Pasay,Barangay 18,34819.28,5345.57,9481.86,10848.19,1019
Metropolitan Manila Fourth District,Pasay,Barangay 19,10696.45,1482.02,2940.37,5219.67,812
Metropolitan Manila Fourth District,Pasay,Barangay 20,32686.21,5615.49,11699.9,13095.1,623
Metropolitan Manila Fourth District,Pasay,Barangay 21,17554.01,6759.52,9036.81,9057.22,790
Metropolitan Manila Fourth District,Pasay,Barangay 22,11054.25,1556.6,2938.53,4847.57,714
Metropolitan Manila Fourth District,Pasay,Barangay 23,46381.87,6778.74,12898.21,12974.73,1419
Metropolitan Manila Fourth District,Pasay,Barangay 24,21061.13,4466.37,7830.78,7872.25,704
Metropolitan Manila Fourth District,Pasay,Barangay 25,27371.59,4213.33,6384.96,6825.29,595
Metropolitan Manila Fourth District,Pasay,Barangay 26,19613.81,1732.58,2440.5,3103.34,932
Metropolitan Manila Fourth District,Pasay,Barangay 27,19438.81,1618.42,2640.26,3618.93,273
Metropolitan Manila Fourth District,Pasay,Barangay 28,30817.25,3119.35,6193.73,7286.48,1237
Metropolitan Manila Fourth District,Pasay,Barangay 29,24657.76,2190.09,5371.6,5079.03,1429
Metropolitan Manila Fourth District,Pasay,Barangay 30,12842.74,100,797.73,2513.09,964
Metropolitan Manila Fourth District,Pasay,Barangay 31,30094.41,10649.6,14661.76,13826.56,3544
Metropolitan Manila Fourth District,Pasay,Barangay 32,30810.41,10008.72,15594.65,15982.81,1906
Metropolitan Manila Fourth District,Pasay,Barangay 33,68761.5,52791.52,66236.47,66666.21,983
Metropolitan Manila Fourth District,Pasay,Barangay 34,30107.33,15729,27524.92,29043.78,939
Metropolitan Manila Fourth District,Pasay,Barangay 35,35058.89,14866.16,24322.25,27959.72,600
Metropolitan Manila Fourth District,Pasay,Barangay 36,34539.36,21981.92,27539.36,27839.36,3799
Metropolitan Manila Fourth District,Pasay,Barangay 37,49887.25,31262.19,36943.12,38083.59,1529
Metropolitan Manila Fourth District,Pasay,Barangay 38,83451.09,26721.63,42224.18,51520.06,1967
Metropolitan Manila Fourth District,Pasay,Barangay 39,60469.35,27014.78,35925.29,40042.87,1290
Metropolitan Manila Fourth District,Pasay,Barangay 40,55486.59,10090.33,19767.84,23435.69,2311
Metropolitan Manila Fourth District,Pasay,Barangay 41,38081.05,14830.1,32320.02,36007.8,1591
Metropolitan Manila Fourth District,Pasay,Barangay 42,27892.05,2522.56,13169.69,18071.39,1826
Metropolitan Manila Fourth District,Pasay,Barangay 43,16676.15,12419.49,16476.15,16143.51,2620
Metropolitan Manila Fourth District,Pasay,Barangay 44,56596.42,17563.32,42095.09,49635.75,1417
Metropolitan Manila Fourth District,Pasay,Barangay 45,30583.59,9786.79,24286.15,26273.98,1672
Metropolitan Manila Fourth District,Pasay,Barangay 46,38126,19126.45,32376.96,26714.53,5783
Metropolitan Manila Fourth District,Pasay,Barangay 47,53326.52,22238.76,41288.64,44406.26,1207
Metropolitan Manila Fourth District,Pasay,Barangay 48,19304.6,2062.98,10818.83,11484.16,509
Metropolitan Manila Fourth District,Pasay,Barangay 49,36198.76,12653.28,18467.87,20888.52,290
Metropolitan Manila Fourth District,Pasay,Barangay 50,6351.45,0,2440.98,1864.49,478
Metropolitan Manila Fourth District,Pasay,Barangay 51,24062.27,15529.48,20324.66,19124.73,2159
Metropolitan Manila Fourth District,Pasay,Barangay 52,28594.95,7431.51,15441.81,13947.25,2392
Metropolitan Manila Fourth District,Pasay,Barangay 53,13126.18,800,7802.91,7154.57,788
Metropolitan Manila Fourth District,Pasay,Barangay 54,9338.41,4001.99,8663.28,7562.65,1479
Metropolitan Manila Fourth District,Pasay,Barangay 55,20741.77,6853.64,12033.84,12704.85,832
Metropolitan Manila Fourth District,Pasay,Barangay 56,11147.06,38.49,5504.72,5206.08,855
Metropolitan Manila Fourth District,Pasay,Barangay 57,21213.43,12376.99,21069.81,19980.52,1361
Metropolitan Manila Fourth District,Pasay,Barangay 58,37841.19,15940.17,23569.5,23422.03,1382
Metropolitan Manila Fourth District,Pasay,Barangay 59,44371.95,12579.92,19787.05,22748.88,1657
Metropolitan Manila Fourth District,Pasay,Barangay 60,36118.14,6021.16,13040.33,13115.95,1393
Metropolitan Manila Fourth District,Pasay,Barangay 76,4263920.32,1150515.97,1783964.56,2216825.88,19604
Metropolitan Manila Fourth District,Pasay,Barangay 100,35487.49,12832.13,30754.25,35484.47,1223
Metropolitan Manila Fourth District,Pasay,Barangay 101,14121.98,6134.34,9799.3,12118.71,550
Metropolitan Manila Fourth District,Pasay,Barangay 102,9762.54,955.01,2757.26,5807.51,826
Metropolitan Manila Fourth District,Pasay,Barangay 103,21496.52,1995.19,3355.57,11005.38,949
Metropolitan Manila Fourth District,Pasay,Barangay 104,19819.35,5103.77,8764.41,15510.86,1127
Metropolitan Manila Fourth District,Pasay,Barangay 105,9488.08,2687.12,4055.31,4083.91,567
Metropolitan Manila Fourth District,Pasay,Barangay 106,11845.59,2790.5,4911.8,3400.76,1158
Metropolitan Manila Fourth District,Pasay,Barangay 107,25623.74,6639.8,10644.64,8187.5,1561
Metropolitan Manila Fourth District,Pasay,Barangay 108,30440.01,7643.17,11921.8,9755.35,2070
Metropolitan Manila Fourth District,Pasay,Barangay 109,9543.06,3642.17,4958.18,3492.16,1122
Metropolitan Manila Fourth District,Pasay,Barangay 110,18819.3,430.47,713.25,1507.78,1827
Metropolitan Manila Fourth District,Pasay,Barangay 111,16249.36,742.25,5088.22,13717.19,1279
Metropolitan Manila Fourth District,Pasay,Barangay 112,14529.9,3799.38,12792.32,14329.9,640
Metropolitan Manila Fourth District,Pasay,Barangay 113,29599.42,1518.64,19818.05,29399.42,1800
Metropolitan Manila Fourth District,Pasay,Barangay 114,24076.92,12772.55,23176.92,24076.92,1050
Metropolitan Manila Fourth District,Pasay,Barangay 115,41054.74,19938.71,32062.35,39554.74,1240
Metropolitan Manila Fourth District,Pasay,Barangay 116,11629,380.45,5560.89,10829,1205
Metropolitan Manila Fourth District,Pasay,Barangay 117,8097.79,4283.51,7997.79,8097.79,935
Metropolitan Manila Fourth District,Pasay,Barangay 118,26062.37,4360.71,23437.33,26062.37,1634
Metropolitan Manila Fourth District,Pasay,Barangay 119,26247.16,4726.27,22785.61,26147.16,1622
Metropolitan Manila Fourth District,Pasay,Barangay 120,31383.34,12177.16,19953.73,12664.07,332
Metropolitan Manila Fourth District,Pasay,Barangay 121,20465.71,4877.19,12193.94,6428.23,1007
Metropolitan Manila Fourth District,Pasay,Barangay 122,13210.45,3022.85,5273.81,5307.42,1184
Metropolitan Manila Fourth District,Pasay,Barangay 123,15224,1608.35,10445.08,8908.51,1284
Metropolitan Manila Fourth District,Pasay,Barangay 124,19381.67,859.33,7819.67,17345.7,1666
Metropolitan Manila Fourth District,Pasay,Barangay 125,24258.72,2137.66,19042.64,24214.77,1508
Metropolitan Manila Fourth District,Pasay,Barangay 126,12812.9,8382.91,12812.9,12812.9,725
Metropolitan Manila Fourth District,Pasay,Barangay 127,26416.78,5696.14,21867.31,9945.96,1799
Metropolitan Manila Fourth District,Pasay,Barangay 128,20369.64,13855.6,19193.38,13887.75,1634
Metropolitan Manila Fourth District,Pasay,Barangay 129,13003.85,2324.14,8773.6,2565.31,1209
Metropolitan Manila Fourth District,Pasay,Barangay 130,29315.1,4827.63,24385.02,6952.31,4042
Metropolitan Manila Fourth District,Pasay,Barangay 131,30679.81,8269.63,25307.23,26968.47,1427
Metropolitan Manila Fourth District,Pasay,Barangay 132,27278.3,9250.34,19313.04,19911.21,5088
Metropolitan Manila Fourth District,Pasay,Barangay 133,22128.43,17868.4,21528.43,22128.43,2221
Metropolitan Manila Fourth District,Pasay,Barangay 134,12315.05,7713.98,11415.05,12015.05,1686
Metropolitan Manila Fourth District,Pasay,Barangay 135,40667.57,30439.59,36168.5,38168.5,2768
Metropolitan Manila Fourth District,Pasay,Barangay 136,31355.98,27981.06,30968.99,31355.98,2167
Metropolitan Manila Fourth District,Pasay,Barangay 137,25861.35,25577.43,25861.35,25861.35,2994
Metropolitan Manila Fourth District,Pasay,Barangay 138,14661.3,14336.22,14648.3,14661.3,1031
Metropolitan Manila Fourth District,Pasay,Barangay 139,12115.8,11391.38,12115.8,12115.8,1065
Metropolitan Manila Fourth District,Pasay,Barangay 140,11565.47,9260.59,11165.47,11565.47,590
Metropolitan Manila Fourth District,Pasay,Barangay 141,16705.39,5164.96,10796.07,14850.19,465
Metropolitan Manila Fourth District,Pasay,Barangay 142,11397.9,4071.5,7467.32,9537.22,318
Metropolitan Manila Fourth District,Pasay,Barangay 143,61544.15,11144.12,14886.51,19302.84,1390
Metropolitan Manila Fourth District,Pasay,Barangay 144,54914.5,34876.63,49324.98,53542.32,2212
Metropolitan Manila Fourth District,Pasay,Barangay 145,68988.51,62849.91,67822.3,68122.31,8758
Metropolitan Manila Fourth District,Pasay,Barangay 146,44843.11,28053.16,37409.31,40209.3,1036
Metropolitan Manila Fourth District,Pasay,Barangay 147,34881.26,30392.38,33781.26,34181.26,1459
Metropolitan Manila Fourth District,Pasay,Barangay 148,93049.23,57608.46,90249.23,93049.23,3164
Metropolitan Manila Fourth District,Pasay,Barangay 149,11953.26,11953.26,11953.26,11953.26,768
Metropolitan Manila Fourth District,Pasay,Barangay 150,19157.55,16534.28,19157.55,19157.55,662
Metropolitan Manila Fourth District,Pasay,Barangay 151,16037.38,10078.28,15911.71,16037.38,1175
Metropolitan Manila Fourth District,Pasay,Barangay 152,41293.87,23705.73,35091.23,37290.73,1219
Metropolitan Manila Fourth District,Pasay,Barangay 153,24309.19,20405.11,24209.19,24309.19,1367
Metropolitan Manila Fourth District,Pasay,Barangay 154,5237.47,5237.47,5237.47,5237.47,743
Metropolitan Manila Fourth District,Pasay,Barangay 155,28164.88,28164.88,28164.88,28164.88,916
Metropolitan Manila Fourth District,Pasay,Barangay 156,26559.07,26238.56,26559.07,26559.07,3540
Metropolitan Manila Fourth District,Pasay,Barangay 157,14202.79,9302.79,10902.79,12202.79,2242
Metropolitan Manila Fourth District,Pasay,Barangay 158,18776.39,13967.82,16280.32,17167.4,961
Metropolitan Manila Fourth District,Pasay,Barangay 159,30661.13,21189.1,28649.78,30365.72,1301
Metropolitan Manila Fourth District,Pasay,Barangay 160,18626.63,18200.16,18626.63,18626.63,1245
Metropolitan Manila Fourth District,Pasay,Barangay 161,57666.8,56356.21,57666.8,57666.8,2834
Metropolitan Manila Fourth District,Pasay,Barangay 162,32409.36,31709.36,32409.36,32409.36,1898
Metropolitan Manila Fourth District,Pasay,Barangay 163,16070.72,16070.72,16070.72,16070.72,1467
Metropolitan Manila Fourth District,Pasay,Barangay 164,14410.43,14410.43,14410.43,14410.43,1749
Metropolitan Manila Fourth District,Pasay,Barangay 165,73773.64,73673.64,73773.64,73773.64,5472
Metropolitan Manila Fourth District,Pasay,Barangay 166,21250.26,18243.25,20709.92,21250.26,1190
Metropolitan Manila Fourth District,Pateros,Aguho,185890.71,64075.95,94374.12,126768.01,7322
Metropolitan Manila Fourth District,Pateros,Magtanggol,73004.2,17293.53,24136.23,30072.56,1388
Metropolitan Manila Fourth District,Pateros,Martires del 96,129678.72,45502.62,102477.16,120670.79,5027
Metropolitan Manila Fourth District,Pateros,Poblacion,65051.03,31393.25,39884.26,45408.8,2000
Metropolitan Manila Fourth District,Pateros,San Pedro,88395.13,32482.55,43226.57,48462.9,2218
Metropolitan Manila Fourth District,Pateros,San Roque,182750.78,39528.09,91609.29,120486.48,4749
Metropolitan Manila Fourth District,Pateros,Santa Ana,539548.72,185995.12,327427.33,421028.66,29680
Metropolitan Manila Fourth District,Pateros,Santo Rosario-Kanluran,115650.35,37497.88,49450.07,60565.08,5345
Metropolitan Manila Fourth District,Pateros,Santo Rosario-Silangan,144538.29,39352.17,54439.86,68728.88,4693
Metropolitan Manila Fourth District,Pateros,Tabacalera,85229.8,11252.87,16938.24,20037.1,2805
Metropolitan Manila Fourth District,Taguig,Bagumbayan,2260867.57,405719.66,583336.91,692731.96,49319
Metropolitan Manila Fourth District,Taguig,Bambang,423517.04,130681.9,199558.91,238544.64,13949
Metropolitan Manila Fourth District,Taguig,Calzada,1796790.64,682068.75,943213.56,1201627.11,28660
Metropolitan Manila Fourth District,Taguig,Hagonoy,2365581.45,700979.75,921617.65,1047236.47,18652
Metropolitan Manila Fourth District,Taguig,Ibayo-Tipas,877871.56,268374.92,394159.12,479815.11,25769
Metropolitan Manila Fourth District,Taguig,Ligid-Tipas,485000.42,172459.12,240614.85,320368.03,12360
Metropolitan Manila Fourth District,Taguig,Lower Bicutan,1249448,171371.46,217159.43,249671.73,60376
Metropolitan Manila Fourth District,Taguig,Maharlika Village,466343.9,184442.92,206120.18,218471.03,23483
Metropolitan Manila Fourth District,Taguig,Napindan,2098179.68,755143.85,1034987.72,1240410.57,23933
Metropolitan Manila Fourth District,Taguig,Palingon,1424429.3,668226.76,920215.54,1093005.77,14392
Metropolitan Manila Fourth District,Taguig,Santa Ana,1918064.29,779314.72,1295834.15,1512043.76,19717
Metropolitan Manila Fourth District,Taguig,Tuktukan,334411.35,147447.64,218460.44,254402.68,13277
Metropolitan Manila Fourth District,Taguig,Upper Bicutan,457950.47,55731.31,65322.78,72396.83,45422
Metropolitan Manila Fourth District,Taguig,Ususan,1815894.85,832786.79,1118131.29,1226960.64,53956
Metropolitan Manila Fourth District,Taguig,Wawa,1026843.12,387015.41,538821.81,604275.28,14350
Metropolitan Manila Fourth District,Taguig,Western Bicutan,6411988.3,1230489.96,1613229.41,1846790.29,87508
Metropolitan Manila Fourth District,Taguig,Central Bicutan,857291.8,80837.6,103094.83,113922.02,33851
Metropolitan Manila Fourth District,Taguig,Fort Bonifacio,1515006.99,409152.93,483319.12,528508.64,11728
Metropolitan Manila Fourth District,Taguig,Katuparan,382734.16,96994.7,133911.84,161102.84,27916
Metropolitan Manila Fourth District,Taguig,New Lower Bicutan,1167909.5,263131.11,292244.79,308505.75,55928
Metropolitan Manila Fourth District,Taguig,North Daang Hari,109187.58,9516.01,11771.62,13041.08,13156
Metropolitan Manila Fourth District,Taguig,North Signal Village,529631.05,89866.88,110390.09,125739.97,34634
Metropolitan Manila Fourth District,Taguig,Pinagsama,2819241.08,809027.95,989443.01,1089950.53,56835
Metropolitan Manila Fourth District,Taguig,San Miguel,768478.18,332610.76,469211.85,510645.6,11822
Metropolitan Manila Fourth District,Taguig,South Daang Hari,235475.36,15789.25,19997.48,23996.42,22849
Metropolitan Manila Fourth District,Taguig,South Signal Village,648780.62,69934.56,87843.18,99618.32,42562
